timestamp,conn_check,packet_loss,rtt,signal_hongdian
2019-09-25T00:04:57Z,0,0,140,17
2019-09-25T00:06:41Z,0,0,664,18
2019-09-25T00:23:27Z,0,0,131,18
2019-09-25T00:26:09Z,0,0,115,18
2019-09-25T00:31:14Z,0,0,130,17
